name,tema-sany,teklipler
Balkan welaýat ýörite sungat mekdebi,7,"Ýaş nesilleri milli gymmatlyklarymyza, däp-dessurlarymyza buýsanç ruhunda, ynsanperwer kadalarymyz esasynda terbiýelemek üçin meşhur şahsyýetlerimiziň ýadygärliklerini ebedileşdirmek boýunça Balkan welaýat ýörite sungat mekdebine Türkmenistanyň halk artisti Nurberdi Gulowyň adyny dakmak;"
Balkan welaýat ýörite sungat mekdebi,8,"Balkan welaýatynyň çägindäki umumybilim berýän mekdeplere Döwletmämmet Balgyzylyň, Baýram şahyryň, Gurbandurdy Zeliliniň, Ahmet Wepaýynyň atlaryny dakmak;"
Balkan welaýat ýörite sungat mekdebi,12,"Çagalar sungat, çeperçilik mekdeplerine medeniýetde, sungatda yz galdyran meşhur sungat ussatlarynyň atlaryny dakmak;"
Balkan welaýat ýörite sungat mekdebi,12,"Beýik Ýüpek ýolunyň çatrygynda ýerleşen gadymy Dehistanyň arheologik ýadygärligine ÝUNESCO-nyň Bütindünýä mirasynyň sanawyna girizmek boýunça jemgyýetçilik guramalarynyň gurnamagynda syýahatçylyk gezelençlerin gurap, ýaşlaryň ylmy garaýyşlaryny ýüze çykarmak;"
Balkan welaýat ýörite sungat mekdebi,12,"Sungatyň dürli ugurlary boýunça tebigy zehinli ýaşlary ýüze çykarmak, goldamak hem-de umumybilim berýän orta mekdeplerde okaýan ýaşlaryň sazçylyk, sungat bilimleriniň üznüksizligini gazanmak, sazçylyk, sungat mekdeplerini tamamlap, orta bilimi tamamlaýan wagtlaryna çenli aralygynda wagtyň geçmegi bilen aýdym-saz türgenleşikleriniň tapawutlaryny nazara almak maksady bilen, 8 ýa-da 9 ýyllyk bilimiň dowamyny ýörite sungat mekdeplerde dowam etdirmeklerine mümkinçilik döretmek;"
Balkan welaýat ýörite sungat mekdebi,13,"Hünär aýratynlygyna garamazdan, ylym-bilim alýan ýaşlaryň resmi-iş stilinden habarly bolup, resminamalary dogry ýöredip bilmek ukyplaryny kämilleşdirmeklerini nazara alyp, “Türkmen diliniň grammatikasy” atly dersi okuw meýilnamasyna girizmek  ýa-da öň bar bolan ugurdaş sapaklaryň okuw maksatnamalaryna bu boýunça üýgetmeleri we goşmaçalary girizmek;"
Ahal welaýat ýörite sungat mekdebi,1,"Gahryman Arkadagymyzyň öwüt-ündewleri we gymmatly maslahatlary esasynda ýurdumyzda ýaşlaryň sazlaşykly ösüşi, olaryň jemgyýetimizde eýeleýän ornuny putalandyrmak. "
Ahal welaýat ýörite sungat mekdebi,2,"Okatmagyň usulýetini täzeçe garamak bilen bar bolan programmalary ösen ýurtlaryň bilim maksatnamalary,  elektron okuw kitaplaryny, wideo materiallaryny we interaktiw okuw materiallary bilen deňeşdirmek we online duwşuşuklary guramak."
Ahal welaýat ýörite sungat mekdebi,6,"Häzirki döwürde ylmyň we täzeçil tehnologiýalaryň ornunyň barha berkeýändigini nazara alyp, ýaşlaryň tebygy zehinini ösdürmek, ylmy barlag işleri bilen meňgullanmaklaryny, hünärli halypa professor mugallymlardan tejribe almak we bileleşip işläp okatmagyň usulýetini kämilleşdirmek.       "
Ahal welaýat ýörite sungat mekdebi,8,"Ýurdunyzyň durmuş-ykdysady taýdan ösmegine, elektron resminamalar dolanşy ulgamuny hem-de intetnet wep-saýtlary döretmegi, içki tor gurşawyny döretmek, bilim partaly guramak we beýleki sanly hyzmatlara degişli işleri yzygiderli ýola goýmak maksady bilen tehnaogiýa merkezlerini döretmek.   "
Ahal welaýat ýörite sungat mekdebi,12,"Ýaş nesilleri watansöýüjilik ruhunda terbiýelemek, milli mirasymyza hormak goýmak, zähmete söýgi döretmek, millililik, maşgala mukaddesligi, arassa ahlaklylyk, meşhur şahsyýetlerimiziň ýadygärliklerini ebedileşdirmek boýunça wagz-nesihat çärelerini geçirmek. "
Ahal welaýat ýörite sungat mekdebi,13,"Müňýyllyklardan gözbaş alýan medeniýetimizi, edebiýatymyzy, şöhratly taryhymyzy nazara alyp Türkmenistanyň Prezidentiniň ""Änew müňýyllyklardan gözbaş alýan medenýet"" atly kitabyny ylmy taýdan beýan etmek.  "
Lebap welaýat ýörite sungat mekdebi,13,"Edep-terbiýe, ahlaklylyk, millilik temalaryna degişli wagyz-nesihat çärelerini yzygider geçirip durmak. "
Lebap welaýat ýörite sungat mekdebi,13,"Mekdebiň jemgyýetçilik sapaklaryň mugallymlary bilen adamyň döwletiň öňündäki borçlary we hukuklary barada, jenaýatçylygyň öňüni almak barada ýaşlaryň arasynda wagyz-nesihat duşuşyklaryny geçirmek."
Lebap welaýat ýörite sungat mekdebi,13,"Mekdepde ata-eneler ýygnagyny geçirip, çagalarynda ýüze çykýan depressiýa ýagdaýyndan daşda durmak,    sagdyn-durmuş ýörelgelerine, bedenterbiýe we sport bilen meşgullanmaklaryny ündäp, ene-atalar bilen bilelikde duşuşuklary geçirmek."
D.Öwezow adyndaky Türkmen döwlet ýörite sazçylyk mekdebi,2,"Daşary ýurtlaryň tejribesinden ugur alyp, çagalar sazçylyk we sungat mekdepleriniň uçurymlary bolan ýaş sazandalaryň saz bilimlerini ara wagt salmazdan kämilleşdirmegi dowam etdirmek maksady bilen umumybilim berýän orta mekdebň 8-nji synpyny tamamlandan soň ýörite sazçyyk we sungat mekdeplerine kabul edilmegine mümkinçilik döretmäge ýardam bermek "
D.Öwezow adyndaky Türkmen döwlet ýörite sazçylyk mekdebi,5,Ýurdumyzda tans sungatyny kämilleşdirmek maksady bilen häzirki zaman tans hünärmenlerini taýýarlap ýetişdirýän ýöriteleşdirilen horeografiýa mekdepleriniň açylmagyna badalga bermek 
D.Öwezow adyndaky Türkmen döwlet ýörite sazçylyk mekdebi,6,"Talyp ýaşlary, mugallymary daşary ýuurtlara iş saparlaryna ýollamak arkaly olaryň medeniýetinii, sngatyny, saz bilimini okadyş usullary barada ýakyndan tejribe alyşmak"
Ýolaman Hummaýew adyndaky ýörite sazçylyk mekdebi,1,"Ýörite sazçylyk, sungat mekdeplerine dalaşgärleri kabul etmekligiň Düzgünnamasyna üýtgetmeleriň girizilmegi, ýagny çagalar sazçylyk, sungat, çeperçilik mekdeplerinde okap bilim alan okuwçylary, orta mekdebi 8-nji ýa-da 9-njy synpy tamamlandan soňra okuwa kabul etmek."
Ýolaman Hummaýew adyndaky ýörite sazçylyk mekdebi,5,Mary welaýatynda häzirki wagtda 1 sany çagalar çeperçilik mekdebi bar. Çagalar çeperçilik mekdebiniň sanyny artdyrmak.
Ýolaman Hummaýew adyndaky ýörite sazçylyk mekdebi,6,"Ýörite sazçylyk-sungat mekdeplerinde aýdym-saz eserlerini nota geçirmekligiň täze innowasion tehnologiýalar arkaly ""Final"" programmany ders hökmünde okuw meýilnamasyna ornaşdyrmak."
Ýolaman Hummaýew adyndaky ýörite sazçylyk mekdebi,10,"Ýurdumyzda çagalar sazçylyk, sungat mekdepleri üçin döwrebap enjamlaşdyrylan ýörite niýetlenen täze okuw binalaryny gurmak."
Ýolaman Hummaýew adyndaky ýörite sazçylyk mekdebi,11,"Çagalar sazçylyk, sungat mekdeplerinde önümçilik tejribeliklerini geçýän ýörite sazçylyk mekdepleriniň 4-nji ýyl talyplarynyň tejribeliklerini aktiw görnüşde geçmeklerini ýola goýmak."
Ýolaman Hummaýew adyndaky ýörite sazçylyk mekdebi,12,Ýurdumyzyň çagalar sazçylyk we sungat mekdeplerine ussat kompozitorlarymyzyň we halypa bagşy-sazandalaryň atlaryny dakmak.
Türkmenistanyň Döwlet çeperçilik akademiýasynyň ýanyndaky Türkmen döwlet ýörite çeperçilik mekdebi,1,Ýaşlary döwlet syýasatynyň çygrynda terbiýelemek bilen bagly wagyz etmek
Türkmenistanyň Döwlet çeperçilik akademiýasynyň ýanyndaky Türkmen döwlet ýörite çeperçilik mekdebi,1,“Änew- müňýyllyklardan gözbaş alýan medeniýet” atly kitabyny ylmy taýdan beýan etmek.
Türkmenistanyň Döwlet çeperçilik akademiýasynyň ýanyndaky Türkmen döwlet ýörite çeperçilik mekdebi,2,Ýokary hilli elektron bilim maglumatlary bilen üpjün etmek
Türkmenistanyň Döwlet çeperçilik akademiýasynyň ýanyndaky Türkmen döwlet ýörite çeperçilik mekdebi,12,"Ýaşlarda taryhy şahslara,medeni mirasymyza buýsanç duýgusyny döretmek"
Türkmenistanyň Söwda we daşary ykdysady aragatnaşyklar ministrliginiň Söwda-kooperatiw mekdebi,1,Gahryman Arkadagymyzyň öňe süren teklibine laýyklykda geçirilýän maslahatlary geçirmegiň ähmiýetini düşündirmek bilen bagly maslahatlar boýunça okuw ýylynyň dowamynda halypaçylyk sagatlarda yzygiderli düşündiriş işleri geçirmeli.
Türkmenistanyň Söwda we daşary ykdysady aragatnaşyklar ministrliginiň Söwda-kooperatiw mekdebi,2,Sanly ykdysadyýetiň ulgamy boýunça talyplara kämil bilim bermegi;
Türkmenistanyň Söwda we daşary ykdysady aragatnaşyklar ministrliginiň Söwda-kooperatiw mekdebi,2,Reýting bahalandyrmasynyň talaplaryny işjeňleşdirmegi;
Türkmenistanyň Söwda we daşary ykdysady aragatnaşyklar ministrliginiň Söwda-kooperatiw mekdebi,2,Mugallymlaryň hünär derejesini ýokarlandyrmagy;
Türkmenistanyň Söwda we daşary ykdysady aragatnaşyklar ministrliginiň Söwda-kooperatiw mekdebi,2,"Söwda-kooperatiw mekdebinde ýerine ýetirilýän okuw, okuw-usuly, ylmy-barlag we tejribe-amaly işleriň kämilleşdirilmegini gazanmagy;"
Türkmenistanyň Söwda we daşary ykdysady aragatnaşyklar ministrliginiň Söwda-kooperatiw mekdebi,2,Häzirki zaman okuw usullaryny ornaşdyrmaly;.
Türkmenistanyň Söwda we daşary ykdysady aragatnaşyklar ministrliginiň Söwda-kooperatiw mekdebi,6,"Ylmy-innowasion işleriň netijeleri esasynda önüm öndürmek üçin kiçi önümçilikleri, şol sanda biofabrika önümçilikleriniň döredilmegi boýunça talyplara öwretmeli."
Türkmenistanyň Söwda we daşary ykdysady aragatnaşyklar ministrliginiň Söwda-kooperatiw mekdebi,6,Orta hünär okuw mekdepleriniň uçurymlarynyň zähmet bazarynda ornuny tapmagy üçin kämil öwretmeli.
Türkmenistanyň Söwda we daşary ykdysady aragatnaşyklar ministrliginiň Söwda-kooperatiw mekdebi,6,Häzirki zaman okuw usullaryny ornaşdyrmaly;
Türkmenistanyň Söwda we daşary ykdysady aragatnaşyklar ministrliginiň Söwda-kooperatiw mekdebi,6,Halkara tejribesini öwrenmeli we iş tejribesinde peýdalanmaly.
Türkmenistanyň Söwda we daşary ykdysady aragatnaşyklar ministrliginiň Söwda-kooperatiw mekdebi,11,Innowasion tehnologiýalarynyň döwletimiziň ykdysady pudaklaryna ornaşdyrylyşy orta hünär okuw mekdepleriniň maksatnamalaryna yzygiderli we talyplara ýetirilmeli;
Türkmenistanyň Söwda we daşary ykdysady aragatnaşyklar ministrliginiň Söwda-kooperatiw mekdebi,11,Ministrlikleriň iş prosesslerinde ulanylýan usulyýet gollanmalaryň degişli hünärler boýunça orta hünär okuw mekdeplerinde okadylýan sapaklara ornaşdyrylmaly;
Türkmenistanyň Söwda we daşary ykdysady aragatnaşyklar ministrliginiň Söwda-kooperatiw mekdebi,11,"Okuwy tamamlaýan uçurymlaryň onümçilige baranda kämil hünärli bolmagy maksady bilen orta hünär okuw mekdeplerinde okuw-tejribe geçmek üçin ykdysady pudaklara berkidiler, ýagny okuw prosesi bilen önümçilik prosesi jebislikde alnyp barylmaly."
Türkmenistanyň Gahrymany Atamyrat Nyýazow adyndaky Ýöriteleşdirilen bank mekdebi,3," Ýokary we orta hünär okuw mekdeplerinde ylym-bilim-önümçilik arabaglanyşygyny kämilleşdirmek we pugtalandyrmak maksady bilen, DUAL bilim maksatnamalary boýunça talyplaryň ýarym gün okuwda nazaryýet bilimini alyp, ýarym gününde bolsa, edara-kärhanalarda tejribe edinmeklerini we hünär endiklerini ele almaklaryny üpjün etmek."
Türkmenistanyň Gahrymany Atamyrat Nyýazow adyndaky Ýöriteleşdirilen bank mekdebi,6,"Tehnologik mümkinçilikleri artdyrmak. 
Talyplara berilýän bilimiň hilini has kämilleşdirmek
 maksady bilen, bilim edaralarynda döwrebap sanly 
tehnologiýalary giňden ornaşdyrmak. "
Türkmenistanyň Gahrymany Atamyrat Nyýazow adyndaky Ýöriteleşdirilen bank mekdebi,11,"Ýokary we orta hünär okuw mekdeplerinde ylym-bilim-önümçilik arabaglanyşygyny kämilleşdirmek we pugtalandyrmak maksady bilen, Türkmenistanyň edara-kärhanalarynda işläp ýören hünärmenleriň okuw mekdepleriniň talyplaryna sapak bermeklerini ýola goýmak."
˝Türkmenhowaýollary˝ agentliginiň Howa ulaglarynyň işgärlerini taýýarlaýan mekdebi,2,"Okaýanlaryň we
mugallymlaryň 
okuw işini alyp barmakda öz tejribelerini pikirlerini netijeli ulanmak"
˝Türkmenhowaýollary˝ agentliginiň Howa ulaglarynyň işgärlerini taýýarlaýan mekdebi,13,Sanly tehnologiýalary ulamagyň netijesinde ýalňyzlygyň we göwün çökgünligiň döremeginiň sebäp bolup biljek şertleriň öňüni almak
Aşgabat gurluşyk orta hünär okuw mekdebi,2,Önümçilikden aýrylmazlyk şerti bilen orta hünär okuw mekdeplerinde gündizki-gaýybana okuwlarynyň girizilmegi.
Aşgabat gurluşyk orta hünär okuw mekdebi,12,"Ylymda-tehnikada we beýleki ulgamlarda uzak ýyllaryň dowamynda abraýly zähmet çekip,  ýurdumyzyň milli ykdysadyýetiniň ösdürilmegine mynasyp goşant goşan zähmet weteranlarynyň we görnükli wekilleriniň atlaryny şöhratlandyrmak maksady bilen orta hünär we hünär-tehniki okuw mekdeplerine olaryň atlarynyň dakylmagy. "
Aşgabat şäherindäki syýahatçylyk orta hünär okuw mekdebi,2,Pedagogiki taýdan ýaşlaryň duýgylaryny öwrenmek üçin ulgamlaýyn usulyýetini işläp taýýarlamak
Aşgabat şäherindäki syýahatçylyk orta hünär okuw mekdebi,4,Ýaşlarda maliýe sowatlylygyny güýçlendirmek boýunça işleri geçirilmek
Aşgabat şäherindäki syýahatçylyk orta hünär okuw mekdebi,6,Bilim edaralary bilen hyzmatdaşlyk amala aşyrýan edara-kärhanalary üçin ýeňillikleri hödürlemegiň ulgamlaýyn usulyýetini işläp taýýarlamak we kanunçylyk namalaryny düzmek
Aşgabat şäherindäki syýahatçylyk orta hünär okuw mekdebi,12,"Marketing we mahabat işini güýçlendirmek boýunça ýörite ulgamlaýyn usulyýeti işläp taýýarlamak;
"
Aşgabat şäherindäki syýahatçylyk orta hünär okuw mekdebi,12,"Bilim alýan ýaşlaryň üstünliklerini, aýratynlyklaryny öwrenmek we jemlemek üçin ýörite sanly bukjalar (portfolio) ulgamyny döretmek, bu zehinli ýaşlary ýüze çykarmakda mümkinçilik döreder"
Aşgabat energetika orta hünär okuw mekdebi,6,Bilimiň hilini has-da ýokarlandyrmak maksady bilen degişli gurnaklary döretmek we talyplarda höwes döretmek
Aşgabat energetika orta hünär okuw mekdebi,8,"Ylmy açyşlary we täze ösüşleriň çalt durmuşa geçirilmegini höweslendirmek üçin kompýuter ylymlary, matematika we inženerçilik bölümleriniň hünärmenlerini birleşdirýän emeli intellektual gözleg merkezini döretmek;"
Aşgabat energetika orta hünär okuw mekdebi,9,"Bilim maksatnamalaryny we akkreditasiýany utgaşdyrmak, ýokary hilli bilimi üpjün etmek üçin daşary ýurt hyzmatdaş uniwersiteti bilen bilelikde okuw meýilnamalaryny düzmek."
Aşgabat energetika orta hünär okuw mekdebi,11,Talyplara önümçilikde işleri gurnamagyň inçe syrlaryny we çemeleşmelerini öwretmek üçin önümçiligiň guramaçy ýolbaşçylaryny we tejribeli hünärmenlerini okuw sapaklaryny geçirmeklige çekmeli.
Aşgabat energetika orta hünär okuw mekdebi,11,Okuwyny tapawutlanan bahalar bilen okaýan talyplary tejribe geçilýän günleri tölegli esasda işe kabul etmek.
Aşgabat energetika orta hünär okuw mekdebi,12,"Ýadygärliklere gezelençleri, duşuşyklary, meşhur şahsyýetlerimiziň ömri we döredijiligi barada bäsleşikleri yzygiderli geçirmek. "
Aşgabat energetika orta hünär okuw mekdebi,12,"Şeýle hem çeper edebiýatda, goşgularda wasp etmeklik."
Aşgabat energetika orta hünär okuw mekdebi,13,Müňýyllyklardan gözbaş alýan Änew medeniýetimizi ösdürmek;
Aşgabat energetika orta hünär okuw mekdebi,13,Taryhy bilimli söhbetdeşlikleri yzygiderli geçirmek.
Aşgabat energetika orta hünär okuw mekdebi,14,Arkadag şäherinde ylmyň dürli ugurlaryna degişli ylmy-barlag merkezlerini döretmek.
Aşgabat energetika orta hünär okuw mekdebi,15,Emeli aň tehnologiýasyny işläp ösdürýän hünärmenlere we oýlap tapyş ugurlaryna uly möçberdäki höweslendiriji grantlary bermek;
Aşgabat şäherindäki Mehanika- tehnologiki orta hünär okuw mekdebi,2,"XXI asyr - öňdebaryjy, ösen tehnologiýalaryň we täzelikleriň döwri. Ylym-bilim zehinli ýaşlaryň öýlap tapyşlarynyň üstünlikli ösüp biljek ugruna öwrüldi. Şonuň üçin hem  Şonuň üçin hem bilim berlişini, hünär öwredilişini ylym bilen utgaşdyrmak, ony  döwrebap-laşdyrmak, sanly infrastrukturany has-da kämilleşdirmek zerur bolup durýar.  "
Aşgabat şäherindäki Mehanika- tehnologiki orta hünär okuw mekdebi,2,"Dünýä ykdysadyýetine girizilýän, ýokary bäsdeşlik ukyby we maýa goýumlarynyň düşewüntliligi bilen häsiýetlendirilýän bazar ykdysadyýetiniň ösüşine gatnaşyp biljek ökde hünärmenleri taýýarlamagy kämilleşdirmeli."
Aşgabat şäherindäki Mehanika- tehnologiki orta hünär okuw mekdebi,2,"Mugallymlaryň derejesini ýokarlandyrmak, bilimlerini we kärlerini halkara ülňülerine laýyklykda ösdürmek maksady bilen geçirilýän hünär kämilleşdiriş okuwlaryny orta hünär okuw mekdepleri üçin hem guramaly. "
Aşgabat şäherindäki Mehanika- tehnologiki orta hünär okuw mekdebi,3,"Okuw gollanmalary neşir etmegi, jemgyýetiň, ýurduň ösüş derejesine görä, ösen tehnologiýalaryň ýurdumyzyň kärhanalaryna ornaşdyrylyşyna laýyklykda okuw gollanmalaryny giňeltmek we kämilleşdirmek işlerini dowam etdirmeli."
Aşgabat şäherindäki Mehanika- tehnologiki orta hünär okuw mekdebi,3,"Milli we dünýä tejribelerini öwrenip, bilim täzeliklerini ornaşdyrmak üçin internet ulgamyny okuw hadysasyna has işeňňir ornaşdyrmaly. Dokma pudagyna ornaşdyrylýan täze tehnologiýalaryň iş aýratynlyklary, ulanylyşy baradaky maglumatlar bilen yzygider habarly bolmaly"
Aşgabat şäherindäki Mehanika- tehnologiki orta hünär okuw mekdebi,6,Daşary ýurtlarda bilim bermegiň we okatmagyň usulyýetiniň tejribesini öwrenmegi has-da kämilleşdirmeli we olaryň iň netijelilerini saýlap almaly we  milli tejribämiz bilen utgaşdyrmaly.
Aşgabat şäherindäki Mehanika- tehnologiki orta hünär okuw mekdebi,6,"Mugallymlary daşary ýurtlaryň ugurdaş hünär okuw mekdeplerinde guralýan okuw saparlaryna ibermek bilimiň hilini ýokarlandyrmakda, mugallymlaryň hünärini kämilleşdirmekde halkara tejribelerini öwrenip, täze netijeli usullary okuw işine ornaşdyrmakda uly ähmiýete eýe bolup durýar."
Aşgabat şäherindäki Mehanika- tehnologiki orta hünär okuw mekdebi,6,"Orta hünär okuw mekdebinde nazary, amaly, tejribe sapaklary, önümçilik tejribelerini önümçilik bilen utgaşdyryp, kämil derejede geçirmek maksady bilen, Dokma senagaty ministrliginiň iri karhanalarynda iş ýerlerinde degişli okuw okatmak üçin sertleri döretmeli. Bu işe kärhananyň tejribeli hünärmenlerini berkitmeli."
Aşgabat şäherindäki Mehanika- tehnologiki orta hünär okuw mekdebi,12,"Ýurdumyzyň bilim edaralarynda ýaş nesle şöhratly taryhymyzyň, merdana pederlerimiziň, ene-mamalarymyzyň, görnükli şahsyýetlerimiziň ýokary ahlak sypatlarynyň mysalynda milli ruhda terbiýe bermegiň, olary terbiýeli, süňňi halal, päk ahlakly, adamkärçilikli, Watana wepaly, zähmetsöýer, ar-namysly edip ýetişdirmegi has-da kämilleşdirmek üçin her ugur boýunça meşhur şahsyýetlerimiziň ömür beýany we zähmet ýoly, bitiren işleri barada suratly maglumat kitabyny  taýýarlamaly we neşir etmeli.  "
Aşgabat şäherindäki Mehanika- tehnologiki orta hünär okuw mekdebi,13,"Asyrlar boýy ösdürilip, kämilleşdirilip, biziň günlerimize gelip ýeten milli medeniýetimizi, edebiýatymyzy, taryhymyzy ylmy taýdan düýpli öwrenmek, olar arkaly ýaş nesli terbiýelemek, geljek nesillerimize ýetirmek babatynda ylmy maslahatlar, bäsleşikler, çeper okaýyşlar geçirilmeli, ylmy gözlegler alnyp barylmaly, taryhy temadaky çeper eserler köp ýazylmaly,  ýaşlarda olary okamaga höwes döretmeli."
Aşgabat maliýe – ykdysady orta hünär okuw mekdebi,6,Talyplaryň okuw sapaklarynda VR/AR (Wirtual hakykat) tehnologiýalary ulanmak mümkinçiligini ýola goýmak.
Aşgabat maliýe – ykdysady orta hünär okuw mekdebi,6,Bilimiň hilini has-da ýokarlandyrmak maksady bilen degişli gurnaklary döretmek we talyplarda höwes döretmek
Aşgabat maliýe – ykdysady orta hünär okuw mekdebi,8,"Ylmy açyşlary we täze ösüşleriň çalt durmuşa geçirilmegini höweslendirmek üçin kompýuter ylymlary, matematika we inženerçilik bölümleriniň hünärmenlerini birleşdirýän emeli intellektual gözleg merkezini döretmek."
Aşgabat maliýe – ykdysady orta hünär okuw mekdebi,8,"Senagat bilen hyzmatdaşlyk, ylmy gözlegleri we innowasiýa çözgütlerini ösdürmäge gyzyklanýan kärhanalar bilen hyzmatdaşlyk şertnamalaryny baglaşmak."
Aşgabat maliýe – ykdysady orta hünär okuw mekdebi,9,"Bilim maksatnamalaryny we akkreditasiýany utgaşdyrmak, ýokary hilli bilimi üpjün etmek üçin daşary ýurt hyzmatdaş uniwersiteti bilen bilelikde okuw meýilnamalaryny düzmek."
Aşgabat maliýe – ykdysady orta hünär okuw mekdebi,9,"Talyplar üçin halkara alyş-çalyşlary guramak, talyplaryň alyş-çalyş maksatnamalaryny başlatmak, okuwçylara okuwlarynyň bir bölegini hyzmatdaş uniwersitetinde tamamlamaga mümkinçilik bermek."
Aşgabat maliýe – ykdysady orta hünär okuw mekdebi,9,Ýokary okuw mekdeplerinde bar bolan şertnamalar we memorandumlar esasynda: -	lukmançylyk; ykdysadyýet we gumanitar ylymlary; inžener-tehniki we sanly tehnologiýalary; oba hojalyk ugurlary; boýunça şahamçalary açmak meseleleri  öwrenmeli.
Aşgabat maliýe – ykdysady orta hünär okuw mekdebi,9,Türkmenistanda işleýän daşary ýurtlardan ylmy derejeleri alanlaryň diplomlaryny ykrar etmek meselelerini öwrenmeli.
Aşgabat maliýe – ykdysady orta hünär okuw mekdebi,9,Dünýäniň öňdeberyjy uniwersitetlerinde işleýän türkmen alymlaryny açyljak şahamçalarda işlemek meselelerini öwrenmeli.
Aşgabat maliýe – ykdysady orta hünär okuw mekdebi,9,Daşary ýurdyň öňdebaryjy ýokary okuw mekdeplerini tamamlan ýaşlary işe çekmek meselelerini öwrenmeli.
Aşgabat maliýe – ykdysady orta hünär okuw mekdebi,9,"Häzirki döwürde dünýäniň öňdeberyjy uniwersitetlerine zehinli ýaşlary döwlet hasabyna okuwa ugradylýar (Wengriýa, Hytaý, Rumyniýa, Russiýa Federasiýasy), magistr we doktorlyk derejesini almak üçin türkmen ýaşlary daşary ýurt uniwersitetlerine okuwa ugratmak meselesini öwrenmeli."
Aşgabat maliýe – ykdysady orta hünär okuw mekdebi,11,Talyplara önümçilikde işleri gurnamagyň inçe syrlaryny we çemeleşmelerini öwretmek üçin önümçiligiň guramaçy ýolbaşçylaryny we tejribeli hünärmenlerini okuw sapaklaryny geçirmeklige çekmeli.
Aşgabat maliýe – ykdysady orta hünär okuw mekdebi,11,Ýaş mugallymlaryň pedagogiki tejribesini ýokarlandyrmak we hünärini kämilleşdirmek üçin daşary ýurtlaryň ýokary okuw mekdeplerine okuwa ibermegi gazanmaly.
Aşgabat maliýe – ykdysady orta hünär okuw mekdebi,11,"Talyp ýaşlaryň döredijilik ukybynyň ösüşine oňaýly täsir etmek üçin tejribeli halypa mugallymlaryň başda durmagynda talyplary ylmy, inženerçilik we işewürlik işlerine çekmeli."
Aşgabat maliýe – ykdysady orta hünär okuw mekdebi,11,Okuwyny tapawutlanan bahalar bilen okaýan talyplary tejribe geçilýän günleri tölegli esasda işe kabul etmek.
Aşgabat maliýe – ykdysady orta hünär okuw mekdebi,11,Ýaşlaryň okuw sapaklarynyň önümçilik bilen bagly bolan görnüşlerini ýa-da belli bir ykdysady pudaga gönükdirilen derslerini önümçilik kärhanalarynda ýa-da degişli pudaklaýyn dolandyryş edaralarynda tejribe arkaly görkezmek.
Aşgabat maliýe – ykdysady orta hünär okuw mekdebi,12,"Ýadygärliklere gezelençleri, duşuşyklary, meşhur şahsyýetlerimiziň ömri we döredijiligi barada bäsleşikleri yzygiderli geçirmek."
Aşgabat maliýe – ykdysady orta hünär okuw mekdebi,12,"Milletimiziň milli gymmatlyklary bolan keşde çekmegi, jorap we alaja örmegi çeper edebiýatda, goşgularda wasp etmeklik."
Aşgabat maliýe – ykdysady orta hünär okuw mekdebi,13,Müňýyllyklardan gözbaş alýan Änew medeniýetimizi ösdürmek.
Aşgabat maliýe – ykdysady orta hünär okuw mekdebi,13,Talyplara Änew barada ylmy taýdan beýan etmek üçin ylymlar gününde şygryýet gününi geçirmek.
Aşgabat maliýe – ykdysady orta hünär okuw mekdebi,13,Taryhy bilimli söhbetdeşlikleri yzygiderli geçirmek.
Aşgabat maliýe – ykdysady orta hünär okuw mekdebi,13,Medeni miras boýunça wideorolikleri taýýarlamak.
Aşgabat maliýe – ykdysady orta hünär okuw mekdebi,13,"Müňýyllyklardan gözbaş alýan medeniýetimizi, edebiýatymyzy, şöhratly taryhymyzy täze nazaryýet esasynda düýpli öwrenmek maksady bilen ylmy Beýik Ýüpek ýolunyň çäginde ýerleşýän döwletleriň taryhyny, edebiýatyny, medeniýetini ylmy esasda öwrenmek üçin ylmy işleriň bäsleşigini guramak we onuň netijesi boýunça gollanmalary, kitaplary çap etmek, bäsleşigiň ýeňijilerine bolsa baýraklary bellemek."
Aşgabat maliýe – ykdysady orta hünär okuw mekdebi,14,Arkadag şäherinde ylmyň dürli ugurlaryna degişli ylmy-barlag merkezlerini döretmek.
Aşgabat maliýe – ykdysady orta hünär okuw mekdebi,14,"Arkadag şäherini dünýäniň ylym-bilim merkezine öwürmek maksady bilen, Arkadag şäherinde halkara ylmy-amaly maslahatlary geçirmek."
Aşgabat maliýe – ykdysady orta hünär okuw mekdebi,15,Emeli aň hünärini ilkinjileriň hatarynda bilim ulgamyna ornaşdyrmaklyk we ähli mümkinçiliklerinden netijeli peýdalanmak;
Aşgabat maliýe – ykdysady orta hünär okuw mekdebi,15,Emeli aň tehnologiýasyny işläp ösdürýän hünärmenlere we oýlap tapyş ugurlaryna uly möçberdäki höweslendiriji grantlary bermek.
Daşoguz welaýat maliýe-ykdysady orta hünär okuw mekdebi,1,Okuw meýilnamalarynyň talyplaryň okaýan derslerini özbaşdak saýlamaklary esasynda çeýeligini üpjün etmek
Daşoguz welaýat maliýe-ykdysady orta hünär okuw mekdebi,2,Hususy pudagyň bilimdäki paýyny artdyrmak
Daşoguz welaýat maliýe-ykdysady orta hünär okuw mekdebi,3,"Tölegli okaýan zehinli, göreldeli talyplara ""atly talyp haklaryny"" bermek"
