name,tema-sany,teklipler
Lebap welaýat Baş bilim müdirligi,12,"Dünýä üňülerine laýyk gelýän mekdepleriň oba ýerlerinde salynmagy we okuwçylarymyzyň türkmen halkynyň müňýyllyklarynyň durmuş hakykaty özünde jemleýän ,tahyry köklerine esaslanyp bilim terbiýe bermeli ."
Lebap welaýat Baş bilim müdirligi,13,"Müňýyllyklardan gözbaş alýan medeniýetimizi, edebiýatymyzy, şöhratly taryhymyzy täze nazaryýet esasynda düýpli öwrenmek hem-de ylmy taýdan beýan etmek üçin obada ýaşaýan ýaşuly nesillerden rowaýatlary, ýadynda galan taryhy wakalary, gadymdan miras galan mili medeniýetimize degişli bolan  ýadygärlikleri  ýygnamak."
Lebap welaýat Baş bilim müdirligi,13,"Medeniýetimizi, edebiýatymyzy, şöhratly taryhymyzy täze nazaryýet esasynda düýpli öwrenmek üçin etrap merkazlerinde döwrebap taryhy we ülkäni öwreniş muzeýleri gurulsa ."
Lebap welaýat Baş bilim müdirligi,17,Türkmenistanyň Prezidentiniň degişli  Kararlary bilen tassyklanan bilim Konsepsiýalarynyň maksatlarynyň we wezipeleriniň durmuşa geçirilişi 
Balkan welaýat Baş bilim müdirligi,1,Gahryman Arkadagymyzyň öňe süren bu teklipleri boýunça işler geçirilse dünýä ülňelerinden erkin baş alyp çykyp bilýan türkmen bilermenlerini ýetişdirmekde uly iş etdigimiz bolar.
Balkan welaýat Baş bilim müdirligi,2,"XXI asyrda bilimiň mazmunyna we okatmagyň usulyýetine täzeçe garamak, şeýle hem bilim babatda umumy maksatlara ýetmegi çaltlandyrmak maksady bilen pedagogik işgärleri hünär derejelerini kämilleşdirmek üçin daşary ýurtlara gysga we uzak möhletleýin kämilleşdiriş okuwlaryna ugratmaly"
Balkan welaýat Baş bilim müdirligi,3,"Pedagogik işgärleriň hünär derejerini ýokarlandyrmak: pedagoglary okatmagyň häzirki zaman okuw maksatnamalaryny (modullary) işläp taýýarlamak, pedagogik işgärleri yzygider her 1 ýyldan hünär derejerini ýokarlandyrmak üçin okuwlara ugratmak"
Balkan welaýat Baş bilim müdirligi,4,Etrapara we mekdepara onlaýn görnüşli sapaklary yzygider geçirmek
Balkan welaýat Baş bilim müdirligi,5,"Ýurdumyzda halkara derejesine laýyk gelýän umumybilim edaralaryny döretmek gerek. Munuň üçin etrabyň ilat sanynyň ýylsaýyn köpelýänligini, etrabyň käbir ilatly nokatlarynyň etrap merkezinden uzukdalygyny nazara alyp etrabyň çäginde 1 sany mekdep-gimnaziýalary döretmek wajyp bolup durýar"
Balkan welaýat Baş bilim müdirligi,6,"Umumybilim edaralaryna E-mekdep dolandyryş ulgamynyň ornaşdyrylyşyny kämilleşdirmek maksady bilen bu ugurda mekdep mugallymlary bilen yzygider usuly-amaly okuwlary gurnamaly.
Döwlet bilim standartlaryna laýyklykda, çagalara döwrüň iň kämil enjamlaryndan peýdalanmak arkaly ýokary hilli bilim-terbiýe bermek. 
Saglyk ýagdaýy sebäpli mümkinçiligi çäkli bolan çagalar üçin bilim edaralarynda amatly şertleri döretmek we okuw-terbiýeçilik işlerini kämilleşdirmek;
"
Balkan welaýat Baş bilim müdirligi,7,Arkadag şäheriniň bilim edaralaryny ÝUNESKO-nyň assosirlenen mekdepler toruna girizmek boýunça ýokary guramalara teklipleri bermeli
Balkan welaýat Baş bilim müdirligi,8,"Etrabyň çäginde döwrebap orta mekdepleri we mekdebe çenli çagalar edaralaryny gurup, ylmyň we innowasiýalaryň ileri tutulýan ugurlary boýunça goşmaça tehnologiýalar merkezlerini döretmek maksady bilen etrap bilim bölüminegoşmaça iş birligini bermek bilen etrap bilim bölüminiň hünärmenleriniň sanyny köpeltmek. Täze iş birligi boýunça işe kabul ediljek hünärmeniň wezipe borjuny ýokarda agzalan ugurlara gönükdirmek."
Balkan welaýat Baş bilim müdirligi,10,Etrabyň çäginde ilat sanynyň yzygider artýanlygyny nazara alyp mekdebe çenli çagalar edaralarynyň hem-de umumybilim berýän orta mekdepleriň sanyny artdyrmak
Balkan welaýat Baş bilim müdirligi,11,"Mekdep okuwçylaryny hünärlere ugrukdyrmek, hünär ugurly okuwlaryň guralyşyny we hilini ýokarlandyrmak, umumybilim edaralarynyň önümçilik bilen jebis arabaglanyşygyny üpjün etmek maksady bilen hünär ugurly dersleriň sagat sanyny köpeltmek we okuwçylary önümçilik tejribesini ýokarlandyrmak maksady bilen önümçilik maksatly edara-kärhanalara syýahata alyp gitmek"
Balkan welaýat Baş bilim müdirligi,12,"Ýaş nesli milli we umumyadamzat gymmatlyklaryna hem-de ýokary ahlak ýörelgelerine laýyklykda terbiýelemek, olarda raýatlygy, watançylygy, zähmetsöýerligi terbiýelemek işine täzeçe çemeleşmegini gazanmak maksady bilen okuwçylary taryhy ýerlere we ýerlerdäki taryhy we ülkäni öwreniş muzeýlerine syýahat etdirmek"
Balkan welaýat Baş bilim müdirligi,13,"Müňýyllyklardan gözbaş alýan medeniýetimizi, edebiýatymyzy, şöhratly taryhymyzy täze nazaryýet esasynda düýpli öwrenmek hem-de ylmy taýdan beýan etmek maksady bilen ylmy institutlarynyň maddy we tehniki üpjünçiligini gowulandyrmak, olaryň alyp barýan işleri üçin maliýe serişdeleriniň mukdaryny köpeltmek"
Balkan welaýat Baş bilim müdirligi,17,"Türkmenistanyň Prezidentiniň degişli Kararlary bilen tassyklanan bilim Konsepsiýalarynyň maksatlarynyň we wezipeleriniň durmuşa geçirilişini yzygiderli seljermeli hem-de gözegçiligi güýçlendirmeli, bu babatda yzygider usuly-amaly okuwlary geçirmeli"
Daşoguz welaýat Baş bilim müdirligi,1,"Şeýle maslahatlar köpüräk geçirilse, her mugallymlaryň tejribesinden hem-de maksatlaryndan ugur alyp, mugallymlaryň işi has hem kämilleşerdi."
Daşoguz welaýat Baş bilim müdirligi,1,"Geçirilýän maslahatlary, ene-atalar bilen ýagny, ene-atalaryň ýaş nesliň bilim almagy baradaky kanuny borçlary ýatladylyp durulsa maksada laýyk bolardy;"
Daşoguz welaýat Baş bilim müdirligi,1,"Ata-eneler bilen ylym, bilim, terbiýeçilik maslahatlary ýygy-ýygydan geçirilmegini teklip eýärin;"
Daşoguz welaýat Baş bilim müdirligi,1,Hormatly Arkadagymyzyň öňe süren tekliplerini her mekdepde çärýekde ýerli guramalar bilen bilelikde geçirilmegini teklip edýäris
Daşoguz welaýat Baş bilim müdirligi,1,"Gahryman Arkadagymyzyň we peder ýoluny dowam edýän Arkadagly Gahryman Serdarymyzyň parasatly ýolbaşçylygynda ýurdumyzda amala aşyrylýan özgertmeleri, şeýle-de Gahryman Arkadagymyzyň öňe süren teklibine laýyklykda geçirilýän maslahatlary geçirmegiň ähmiýetini düşündirmek bilen bagly maslahatlary yzygiderli geçirmeli."
Daşoguz welaýat Baş bilim müdirligi,1,"Umumybilim maksatnamalary boýunça ýaş nesle berilýän bilimiň hilini ýokarlandyrmak, mazmunyny baýlaşdyrmak hem-de okatmagyň usulyýetine innowasion häsiýet bermek bilen, okuw dersleri boýunça elektron okuw-usuly toplumlaryny, elektron okuw-usuly gollanmalaryny işläp taýýarlamak örän möhüm bolup durýar."
Daşoguz welaýat Baş bilim müdirligi,1,Gahryman Arkadagymyzyň öňe sürýän teklipleri boýunça ýerlerde wagyz-nesihat ýygnaklary yzygiderli geçirilmeli
Daşoguz welaýat Baş bilim müdirligi,1,"Türkmenistanyň hormatly Prezidenti Serdar Berdimuhamedowyň hem-de türkmen halkynyň Milli Lideri, Türkmenistanyň Halk Maslahatynyň Başlygy Gurbanguly Berdimuhamedowyň içerki we daşary syýasatyny okuwçylara gündelik tanyşdyrmak.                                                                                                               "
Daşoguz welaýat Baş bilim müdirligi,1,Mekdebiň taryh mugallymlary “Watan ” habarlary gepleşigini gündelik täzelikleri bilen okuwçylary irdenki nyzamda çykyş etmekligini gurnamak.
Daşoguz welaýat Baş bilim müdirligi,1,Halkyň aň düşinjesini ýokarlandyrmak we ýaşlarda watançylyk duýgularyny kemala getirmek boýunça wagyz nesihat ýygnaklaryny we maslahatlary meýilnamalaýyn yzygiderli geçirilmegini ýola goýmak.
Daşoguz welaýat Baş bilim müdirligi,1,"Etrabyň ähli bilim-terbiýeçilik edaralarynda maslahatyň mazmunyny, ondan gelip çykýan wezipeleri durmuşa geçirmegiň ähmiýetini düşündirmeli"
Daşoguz welaýat Baş bilim müdirligi,1,Orta mekdeplerde Gahryman Arkadagymyzyň 24.09.2024-nji ýyl güni Türkmenistanyň Halk maslahatynyň mežlisinde bilim ulgamyny  has-da kämilleşdirmek barada eden teklibini maslahatlaşyp edilen işleriň hasabatlary jemlenilip bilim ulgamuna ýaýradylsa gowy boljak.
Daşoguz welaýat Baş bilim müdirligi,2,Mekdepde sanly bilim ulgamyny giňişleýin ulanmak üçin şertler artdyrylmaly;
Daşoguz welaýat Baş bilim müdirligi,2,"Türkmen dilindäki dersler boýunça internet maglumatlary, programma üpjünçiligi has-da baýlaşdyrylmaly;"
Daşoguz welaýat Baş bilim müdirligi,2,Her ders üçin aýratynlykda internet saýtlary döredilse we ol saýtlara okatmagyň usulyýetiniň täzeçe görnüşlerini döredip ýerleşdirmek üçin döwlet derejesinde üns berilse we ýörite bu ugurda ýygy-ýygydan bäsleşikler guramaly;
Daşoguz welaýat Baş bilim müdirligi,2,"Bilimiň mazmunyna we okatmagyň usulyýetine täzeçe garamak, maksady bilen bilim ulgamyna degişli işgärlerden her iki ýyldan bir gezek synagdan geçirmekligi teklip edýäris."
Daşoguz welaýat Baş bilim müdirligi,2,"Mekdep ýolbaşçylary we mugallymlar üçin mekdebi dolandyrmaklyga, okuw-terbiýeçilik işlerini guramagyň öňdebaryjy tejribelerine degişli usuly gollanmalary çykarmaklyga üns bermeli."
Daşoguz welaýat Baş bilim müdirligi,2,"Döwletimiz boýunça umumybilim edaralarynda dersler boýunça okuw otaglarynyň bezeg işlerini döwrebaplaşdyrmak üçin her bir okuw otagynda bolmaly şerişdeleriniň, esbaplaryň we enjamlaryň  ýeke-täk sanawyny tassyklamaly. Okuw otaglaryny döwrebaplaşdyrmaklyga degişli (mulýažlar, gäpler, dag jynslary, kartalar, fizika, himiýa dersleri üçin enjamlar, matematika dersi üçin çyzgyçlar, burçluklar, töwerek çyzmak üçin enjamlar, transportirler, durmuş zähmeti dersi üçin enjamlar we ş.m.) enjamlaryň, serişdeleriň döwlet tarapyndan üpjün edilmegini guramaly."
Daşoguz welaýat Baş bilim müdirligi,2,"Baş bilim müdirlikleriniň we etrap, şäher bilim bölümleriniň ykdysadyýet bölümleri degişli bolýan ştatlaryň (mekdep müdirleriniň terbiýeçilik işleri, kitaphana müdirleri, kätip) öz wagtynda açylmagyna üns bermeli."
Daşoguz welaýat Baş bilim müdirligi,2,"Mekdep okuwçylarynyň döredijilik işjeňliklerini artdyrmak, olary hünärlere ugrukdyrmak, halypaçylyk-şägirtlik ýoluny ösdürmek"
Daşoguz welaýat Baş bilim müdirligi,2,"Okatmagyň usulyýetine täzeçe garamak, şeýle hem bilim babatda umumy maksatlara ýetmegi çaltlandyrmak boýunça sanly bilim tehnologiýalarynyň öwredilişini çuňlaşdyrmaklyk gazynylsa."
Daşoguz welaýat Baş bilim müdirligi,2,Okuw-terbiýeçilik işlerinde sanly serişdeleriň mümkinçiliklerini peýdalanmagyň gerimini giňeltmek we bu babatda milli programmalary işläp taýýarlamak.                                                                           
Daşoguz welaýat Baş bilim müdirligi,2,"Bilim pudagynyň halkara derejesinde bäsleşige ukyplylygyny üpjün etmekligi gazanmak, okuwçylary halkara internet onlaýn olimpiadalaryna gatnaşmaklary üçin şertler döretmek."
Daşoguz welaýat Baş bilim müdirligi,2,"PISA, TIMSS, PIRLS maksatnamalary görkezijilerini milli bilim ulgamyna ornaşdyrmak boýunça işleri alyp barmakda goşmaça usuly okuwlary guramak."
Daşoguz welaýat Baş bilim müdirligi,2,Orta mekdeplerde  mugallymlar bilen ýeterlik üpjün edilmegini gazanmak.
Daşoguz welaýat Baş bilim müdirligi,2,Döwrebap orta mekdepleri gurup ulanmaga bermek.  
Daşoguz welaýat Baş bilim müdirligi,2," XXI asyrda çagalar bagynyň, umumy bilim berýän orta mekdepleriň, ýörite orta we ýokary hünär  okuw mekdeplerinde bilimiň mazmunyna, okatmagyň usulýetine  täzeçe garamak we sanlaşdyrmak boýunça  bir bitewi bilim ulgamyny döretmeli "
Daşoguz welaýat Baş bilim müdirligi,2,XXI asyrda bilimiň mazmunyna we okatmagyň usulyýetine täzeçe garamak üçin daşary döwletleriň iş tejribesini öwrenmek üçin usuly gollanmalar çap edilse ýerlikli boljak
Daşoguz welaýat Baş bilim müdirligi,3,Taryh we geografiýa okuw kitaplarynda her tema degişli tematik kartalary artdydrylmaly;
Daşoguz welaýat Baş bilim müdirligi,3,"Didaktiki maglumatlarda ýerlikli peýdalanyp, okuw-terbiýeçilik işine innowasion pedagogik usullary ornaşdyrmak;"
Daşoguz welaýat Baş bilim müdirligi,3,Her tema degişli deňeşdirme berilýän Prezentasiýalary döretmek;
Daşoguz welaýat Baş bilim müdirligi,3,Pedagogik işgärlerine daşary ýurt tejribeleri bilen ýakyndan tanyşmaklyk has-da elýeterli bolsa maksada laýyk bolar; 
Daşoguz welaýat Baş bilim müdirligi,3,"Türkmen dili we edebiýaty sapaklarynda peýdalanmak üçin esasanam okuwçylaryň aňyna girip biljek, ýazyjy şahyrlaryň ömri we döredijiligine degişli dokumental filmler döredilse maksada laýyk bolardy; "
Daşoguz welaýat Baş bilim müdirligi,3,Bilim işgärleriniň hünärlerini kämilleşdirmek maksady bilen daşary ýurtlara gysga möhletleýin tejribe alyşmaga ugradylsa maksada laýyk bolardy;
Daşoguz welaýat Baş bilim müdirligi,3,Pedagogik işgärleriň hünär derejerini ýokarlandyrmak maksady bilen bilim işgärlerini sanly tehnologiýalardan baş çykaryşyny gözegçilikde saklamaklygy teklip edýäris.
Daşoguz welaýat Baş bilim müdirligi,3,"Umumybilim edaralaryň pedagoglarynyň, mekdebe çenli we mekdepden daşary çagalar edaralarynyň pedagoglarynyň dünýäniň öňdebaryjy tejribelerinden ugur alyp okatmakda we terbiýe bermekde, her bir pedagogyň ösüp gelýän ýaş nesillere bilim-terbiýe bermek işine jogapkärçiligini we hemmetaraplaýyn esasda çemeleşmek başarnyklaryny ösdürmekde pedagogik işgärleri taýýarlamak, gaýtadan taýýarlamak we olaryň hünär derejelerini ýokarlandyrmak işlerine örän ýokary derejede uly üns bermeli."
Daşoguz welaýat Baş bilim müdirligi,3,"Türkmenistanyň Milli bilim institutynda, ýokary okuw mekdepleriniň ýanyndaky döredilen pedagoglaryň hünär derejelerini ýokarlandyryş fakultetlerinde, welaýat Baş bilim müdirlikleriniň ýanyndaky umumybilim berýän orta mekdepleriň mugallymlarynyň we mekdebe çenli çagalar edaralarynyň pedagoglarynyň hünär derejelerini ýokarlandyryş okuw merkezlerinde guralýan hünär ýokarlandyryş okuwlarynyň iş meýilnamalaryna gaýtadan seretmeli. Hünär ýokarlandyrş okuwlaryna çekilmeli pedagoglaryň sanyny artdyrmaly we okuwlaryň möhletini uzaltmaly (azyndan 1 aý)."
Daşoguz welaýat Baş bilim müdirligi,3," Ilkinji nobatda Baş bilim müdirlikleriniň we etrap, şäher bilim bölümleriniň hünärmenleriň we umumybilim berýän orta mekdepleriň müdirleriniň we olaryň orunbasarlarynyň hünär derejelerini ýokarlandyrmaklyga üns bermeli. Hünär derejelerini ýokarlandyryş okuwlarynda söhbet okaýan pedagoglar “ştatdan daşary söhbetçi” diýen hormatly atlary bermeli."
Daşoguz welaýat Baş bilim müdirligi,3,Pedagogik işgärleriň hünär derejerini ýokarlandyrmak işinde her okuw ýylynyň başynda onlaýyn elektron test synaglary arkaly mugallymlaryň hünär kämilligini sejermekligi ornaşdyrmaly
Daşoguz welaýat Baş bilim müdirligi,3,Pedagogik işgärleriň hünär derejerini ýokarlandyrmak maksady bilen pedagoglary okatmagyň häzirki zaman okuw maksatnamalary işlenip taýýarlananda uzak aralykdan onlaýyn görnüşi göz öňünde tutulsa.
Daşoguz welaýat Baş bilim müdirligi,3,Pedagogik işgärleri hünär derejesiniň ýokarlandyrmak üçin olara elýeterli  elektron kitaplary we elektron barlagnamalary we multimediýa maglumatlaryny (prezentasiýa widiorolikleri) internet saýtlarynda döretmek.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
Daşoguz welaýat Baş bilim müdirligi,3,Görkezme materiallaryny saklamak we paýlaşmak üçin ýörite onlaýyn platformalryny döretmek.
Daşoguz welaýat Baş bilim müdirligi,3,"Pedagogik işgärleri hünär derejesiniň ýokarlandyrmak üçin ,,Ерудит” ,,Mеташкола” Halkara internet bäsleşikleri ýaly, döwletimiziň öz içinde hem ,,Ýaş tebigatçy”, ,,Bilim” ,,Pedagog”atly bäsleşikleri döretmek."
Daşoguz welaýat Baş bilim müdirligi,3,Pedagogik işgärleri hünär derejesiniň ýokarlandyrmak üçin okuwçylar bilen işleşmegiň iň netijeli usullaryny öwretmek üçin ýörite programmalary döretmek.
Daşoguz welaýat Baş bilim müdirligi,3,Mugallymlar üçin sanly platformalary we bilim portallaryny ulanmagy öwretmek üçin usuly gollanmalar işläp taýýarlamak. 
Daşoguz welaýat Baş bilim müdirligi,3,"Pedagogik işgärleri hünär derejesiniň ýokarlandyrmak üçin, täze pikirleri öwrenmek üçin dürli okuw edaralarynyň we ýurtlaryň iş tejribesini öwrenmek. "
Daşoguz welaýat Baş bilim müdirligi,3," Pedagogik işgärleri hünär derejesiniň ýokarlandyrmak üçin, dünýäniň öňdebaryjy tejribelerini öwrenip olary ýerli bilim ulgamyna ýerleşdirmek."
Daşoguz welaýat Baş bilim müdirligi,3,Görkezme esbaplar bilen öpjün etmek üçin döwlet standartlaryna dogry gelýän görkezme esbaplar işleýän merkezleri döretmek.
Daşoguz welaýat Baş bilim müdirligi,3,"Ýerlerdäki öňdebaryjy, tejribeli mugallymlaryň  iş tejribesini giňden ýaýratmak arkaly işler alnyp barylmak."
Daşoguz welaýat Baş bilim müdirligi,3,Özüni alyp barmagyň medeniýeti dersini esasy orta bilim derejesine ähli synplarda sapak hökmünde girizmeli we milli medeniýetimizi öwretmeli
Daşoguz welaýat Baş bilim müdirligi,3,Pedagogik işgärleriň hünär derejesini ýokarlandyrmak pedagoglary okatmagyň häzirki zaman okuw maksatnamalaryny işläp taýýarlamagy we bilim işine ornaşdyrmagy çaltlandyrmak üçin olaryň okuw maksatnamasyna tejribeli pedagogalryň ylmy amly işlerini girizilse maksada laýyk bolardy.
Daşoguz welaýat Baş bilim müdirligi,4,"Ýörite derslerde görkezme esbaplaryň, enjamlaryň toplumy mugallymlara berilse has-da sapaklar täsirli geçerdi;"
Daşoguz welaýat Baş bilim müdirligi,4,Test üçin ýňrite enjamlar toplumy döredilip berilse gowy bolardy;
Daşoguz welaýat Baş bilim müdirligi,4,Şäherlerde we köp ilatly ýerlerde ýörite mekdepleriň sany köpeldilse has-da maksada laýyk bolar;
Daşoguz welaýat Baş bilim müdirligi,4,Mekdep okuwçylarynyň arasynda aýratyn zehinli ýaşlary ýüze çykarmak maksady bilen her çärýekde zehin soragly bäsleşikleri geçirmeli;
Daşoguz welaýat Baş bilim müdirligi,4,Ýöriteleşdirilen mekdeplerde labaratoriýalaryň sanyny artdyrmaly;
Daşoguz welaýat Baş bilim müdirligi,4,Multimediýa tagtalarynda labaratoriýa işlerini geçirmek üçin programma üpjünçiligini döretmeli;
Daşoguz welaýat Baş bilim müdirligi,4,Bilim edaralarynyň maddy-tehniki üpjünçiligini sanly tehnologiýalaryň we tejribe synag otaglarynyň döredilmegini teklip edýäris
Daşoguz welaýat Baş bilim müdirligi,4,Bilim edaralarynyň maddy-tehniki üpjünçiligini yzygiderli baýlaşdyrmaklygy gazanmaly. 
Daşoguz welaýat Baş bilim müdirligi,4,"Döwrebap innowasion tehnologiýalary, şeýle hem sanly bilim tehnologiýalaryny okuw-terbiýeçilik işinde giňden ulanmak arkaly umumybilim maksatnamalary boýunça okatmagyň usulyýetini kämilleşdirmäge degişli täze elektron okuw-usulyýet toplumlaryny işläp düzmek"
Daşoguz welaýat Baş bilim müdirligi,4,Okatmagyň usulyýetine täze garamak maksady bilen yurdumyzyň iň çet künjeginde hem internet ulgamynyň el ýeterli bolmagy gazanylsa.
Daşoguz welaýat Baş bilim müdirligi,4,"Bilim işgärleriniň arasynda bilim we bilimi dolandyryş edaralarynyň ählisiniň ýokary tizlikli, giň zolakly tor aragatnaşygy bilen üpjün edilýänligi barada wagyz-nesihat işlerini yzygider alyp barmaly.                                                                                                                                                                   "
Daşoguz welaýat Baş bilim müdirligi,4,Orta mekdeplerde okuwçy sanynyň artýandygy bilen baglylykda ozal bar bolan enjamlary has kuwwatly kompýuterler bilen üstüni ýetirmek.
Daşoguz welaýat Baş bilim müdirligi,4,Önümçilige täze ornaşdyrylan “Emeli anyň” mümkinçiliklerini okuw işlerine giňden ornaşdyrmaly we öwrenmeli  
Daşoguz welaýat Baş bilim müdirligi,4,"Bilim edaralarynyň maddy-tehniki üpjünçiligi sanly tehnologiýalaryň, döwrebap labaratoriýalaryň, onlaýn platformalaryň, bilim bermegiň garyşyk görnüşleriniň hasabyna göwlandyrmak üçin degişli döwrebap labaratoriýalar döredilse mekdebiň maddy  tehniki üpjünçiligi göwlandyrylsa ýerlikli bolar diýip hasap edýäris."
Daşoguz welaýat Baş bilim müdirligi,5,Halkara derejesine laýyklyk gelýän orta mekdep gimnaziýalaryň sanyny artdyrmak;
Daşoguz welaýat Baş bilim müdirligi,5,Daşoguz welaýatynda mekdep gimnaziýalaryny açmaly;
Daşoguz welaýat Baş bilim müdirligi,5,Ýurdumyzda halkara derejesine laýyk gelýän umumybilim edaralaryny döretmek maksady bilen her welaýtda merkezlerini döretmekligini teklip edýaris.
Daşoguz welaýat Baş bilim müdirligi,5,Häzirki hereket edýän bilim-terbiýeçilik edaralarynyň aglabasynyň geçen XX asyryň ortalarynda salynyp ulanylmaga berlendigini we Berkarar döwletiň täze eýýamynyň Galkynyşy döwründe ilat sanymyzyň artýandygyny göz öňünde tutup ýurdumyzda halkara derejesine laýyk gelýän umumybilim edaralaryny döretmekligi zerur hasap edýäris.
Daşoguz welaýat Baş bilim müdirligi,5,"Ýurdumyzda tebigy zehinli, ylmy-gözleg işlerine höwesli, ukyply mekdep okuwçylaryny ýlmy-döredijilik işlere ugrukdyrmak, ylmy-gözleg işleri bilen meşgullanmaga oňaýly şertleri döretmek hem-de olary goldamak maksady bilen mekdep-gimnaziýalary açmaklygy hem zerur hasap edýäris"
Daşoguz welaýat Baş bilim müdirligi,5,Her etrapda bir sany mekdep-gimnaziýalary açylsa.
Daşoguz welaýat Baş bilim müdirligi,5,"Mugallylaryň aýlyk iş haklaryny eden işlerine göre bermek mehanizmini döretmek. (Synpdaky gatnaşyk, synp otagy, okadýan dersindäki ýetişik, hil ýetişigi, ders bäsleşikdäki okuwçylarynyň netijeleri, synpdan daşary geçirilen çäreleri, resminamalary ýöretmek, mugallymlaryň özleriniň  gatnaşmaly dürli bäsleşikler)."
Daşoguz welaýat Baş bilim müdirligi,5,Etrap merkezinde Gimnaziýa mekdeplerini açmaly
Daşoguz welaýat Baş bilim müdirligi,5,"Ýurdumyzda halkara derejesine laýyk gelýän umumybilim edaralaryny döretmek, mekdep gimnaziýalary açmagyny goldaýarys we bu mekdeplere okuwçy kabul etmegiň düzgünleri ýola goýulsa ýerlikli bolardy."
Daşoguz welaýat Baş bilim müdirligi,6,"E-mekdep platformasynyň durmuşa geçirilişine jogapkarli çemeleşmek, ata-eneleriň hem bu programmany jogapkärli garamaklaryny ýola goýmak;"
Daşoguz welaýat Baş bilim müdirligi,6,"Saglyk ýagdaýy sebäpli mümkinçiligi çäkli bolan çagalar üçin uzak aralykdan okatmaklygy ýola goýmak, onlaýn sapaklary guramaklyk üçin mümkinçilikleri döretmeli;"
Daşoguz welaýat Baş bilim müdirligi,6,Umumybilim edaralaryna E-mekdep dolandyryş ulgamynyň ornaşdyrylyşyny kämilleşdirmek maksady bilen pedogogik işgärleriň jogapkärçilikli çemeleşmeklerini gazanmaklygy;
Daşoguz welaýat Baş bilim müdirligi,6,Saglyk ýagdaýy sebäpli mümkinçiligi çäkli bolan çagalar üçin okatjak pedogogik işgärleriň ussatlygyny gözden geçirmekligi teklip edýäris.
Daşoguz welaýat Baş bilim müdirligi,6,"Okuw prosesini awtomatlaşdyrmak, hasabatlary elektron görnüşde ýöretmek, bilim bermekde döwrebap tehnologiýalardan peýdalanmak arkaly okuwçylara berilýän bilimiň hilini ýokarlandyrmaklygy gazanmak."
Daşoguz welaýat Baş bilim müdirligi,6,"Durmuş goraglylygyna aýratyn mätäçlik çekýän (saglyk ýagdaýy sebäpli mümkinçiligi çäkliler, ýetimler, ata-eneleriň hossarlygyndan galanlar, döwlet kömegine mätäçler) ýaşlaryň hünär taýdan taýýarlygyna, gaýtadan taýýarlygyna we hünäriniň ýokarlandyrylmagyna ýardam bermek."
Daşoguz welaýat Baş bilim müdirligi,6,"Saglyk ýagdaýy sebäpli mümkinçilikleri çäkli ýaşlaryň arasynda sagadlyş, sport we medeni köpçülikleýin çäreleri geçirmek."
Daşoguz welaýat Baş bilim müdirligi,6,"Saglyk ýagdaýy sebäpli mümkinçilikleri çäkli we maýyplygy bolan ýaşlaryň durmuş goraglylygyna goldaw bermek, hünär taýýarlygyna ýardam bermek, telekeçilik işjeňligini höweslendirmäge gönükdirilen çäreler toplumyny işläp taýýarlamak we amala aşyrmak"
Daşoguz welaýat Baş bilim müdirligi,6,"Ylmyň we tehnikanyň örän çalt depginlerde ösmegi, täze tehnologiýalaryň döremegi bilen baglylykda, bilim edaralarynda okatmagyň usulyýetini kämilleşdirmek maksady bilen umumy bilim berýän orta mekdeplerde elektron synp tagtalary bilen doly üpjün edilse.Saglyk ýagdaýy sebäpli mümkinçiligi çäkli bolan çagalar üçin her etrapda bir sany çagalar-bakja bagy we orta mekdepler döredilse."
Daşoguz welaýat Baş bilim müdirligi,6,Umumybilim berýän orta mekdepleriň arasynda tejribe alyşmak maksadynda uzak aralykdan sapaklary yzygider geçmekligi gazanmak.                                                                                                            
Daşoguz welaýat Baş bilim müdirligi,6,Umumybilim berýän orta mekdepleriň arasynda teleköpürleri bäsleşik görnüşinde geçmek.
Daşoguz welaýat Baş bilim müdirligi,6,Ýokary tizlikli internet ulgamynyň ýurdumyzyň ähli künjeginde üpjün etmek.
Daşoguz welaýat Baş bilim müdirligi,6,"Saglyk ýagdaýy sebäpli mümkinçiligi çäkli bolan çagalar üçin bilim edaralarynda aýratyn komplekt synpar döredilip, olary okatmak boýunça ýörite gözükdirijiler tassyklanylsa gowy bolardy. "
Daşoguz welaýat Baş bilim müdirligi,6,Okatmagyň usulyýetini kämilleşdirmek maksady bilen okuw işlerini her bir okuwçy üçin aýratynlykda iş alyp barmaly
Daşoguz welaýat Baş bilim müdirligi,6,"Bilim ulgamyny kämilleşdirmek we ösdürmek üçin döwrebap tehnoligiýalaryň innowasion tehnologiýalary, elektron enjamlary mekdeplere ornaşdyrlsa gowy bolardy"
Daşoguz welaýat Baş bilim müdirligi,7,Arkadag şäheriniň bilim edaralaryny ÝUNESKO-nyň assosirlenen mekdepler toruna girizmeli;
Daşoguz welaýat Baş bilim müdirligi,7,Arkadag şäheriniň bilim edaralaryny ÝUNESKO-nyň assosirlenen mekdepler toruna girizmek maksady bilen dünýäniň ösen ýurtlarynyň iş tejribesini öwrenmekligi ýola goýmaklygy teklip edýäris.
